@relation quotepairs
@attribute unigram_lex_quote_prob real
@attribute unigram_lex_antiquote_prob real
@attribute unigram_lex_diff real
@attribute unigram_lex_quote1_more_likely integer
@attribute bigram_lex_quote_prob real
@attribute bigram_lex_antiquote_prob real
@attribute bigram_lex_diff real
@attribute bigram_lex_quote1_more_likely integer
@attribute trigram_lex_quote_prob real
@attribute trigram_lex_antiquote_prob real
@attribute trigram_lex_diff real
@attribute trigram_lex_quote1_more_likely integer
@attribute unigram_syn_quote_prob real
@attribute unigram_syn_antiquote_prob real
@attribute unigram_syn_diff real
@attribute unigram_syn_quote1_more_likely integer
@attribute bigram_syn_quote_prob real
@attribute bigram_syn_antiquote_prob real
@attribute bigram_syn_diff real
@attribute bigram_syn_quote1_more_likely integer
@attribute trigram_syn_quote_prob real
@attribute trigram_syn_antiquote_prob real
@attribute trigram_syn_diff real
@attribute trigram_syn_quote1_more_likely integer
@data
1.3712360804765126e-21,4.7567035402565268e-15,-4.7567021690204467e-15,0,3.7164679899734281e-18,4.671145803456174e-11,-4.6711454318093751e-11,0,3.6278766345043976e-11,1.5628094481229115e-05,-1.5628058202462771e-05,0,2.151579660870203e-09,6.395925149611193e-10,1.5119871459090838e-09,1,9.091000383718852e-07,3.0236951301665241e-07,6.0673052535523284e-07,1,4.1659860294033296e-06,4.988902591243612e-05,-4.5723039883032792e-05,0
1.5065455450555003e-19,2.4487570284637579e-12,-2.4487568778092035e-12,0,2.8354838979714988e-17,2.8697747811397135e-08,-2.8697747783042297e-08,0,3.9674293670835536e-15,5.5676488863140439e-05,-5.5676488859173012e-05,0,2.0932192570235167e-07,3.3778048496076335e-08,1.7554387720627532e-07,1,1.6550621993349603e-05,2.6216172842519801e-06,1.3929004709097622e-05,1,0.00014135710737601536,9.6505939318173697e-05,4.4851168057841658e-05,1
4.6401747154753181e-37,3.0165154677331299e-30,-3.0165150037156584e-30,0,2.6947834303752949e-36,6.4570679456057758e-30,-6.457065250822345e-30,0,5.4369270190621047e-25,1.2447900000597418e-22,-1.2393530730406796e-22,0,1.614000175718585e-17,2.4295591967512208e-16,-2.2681591791793624e-16,0,8.2696050608999568e-16,3.1127724512830182e-12,-3.1119454907769282e-12,0,2.4223816980176247e-15,8.3962074780137127e-10,-8.3961832541967321e-10,0
2.2449234828535653e-38,1.7204902209297381e-40,2.2277185806442679e-38,1,1.966008196571281e-36,2.4090770945200021e-41,1.9659841058003357e-36,1,5.9745100030692538e-27,1.4126005447167762e-30,5.9730974025245368e-27,1,1.6126699699722786e-14,3.1771600165664055e-17,1.6094928099557121e-14,1,3.4120862986955409e-14,2.4684649247836026e-13,-2.1272562949140485e-13,0,9.7628521873319021e-10,9.2841985873594503e-12,9.6700102014583077e-10,1
1.7481158674480875e-30,5.4228324298503935e-42,1.7481158674426648e-30,1,6.3983611858233125e-32,3.1036031455966985e-43,6.3983611857922759e-32,1,3.0982397930411041e-22,9.0732119196498647e-31,3.098239783967892e-22,1,1.1581529046321164e-12,6.2121850502412021e-21,1.1581528984199315e-12,1,7.34634980361586e-08,3.5743029622326813e-16,7.3463497678728298e-08,1,3.5229076776558963e-07,1.1780588039310723e-10,3.5217296188519655e-07,1
3.1801068727008027e-35,1.4600366624552371e-22,-1.460036662454919e-22,0,1.0110243842774548e-32,3.1111255794227426e-18,-3.1111255794227326e-18,0,6.5467432339317705e-24,5.1766583475307119e-13,-5.1766583474652443e-13,0,6.0533844955637768e-21,2.3646589972746646e-13,-2.3646589367408195e-13,0,2.2757220757085348e-16,1.5150725368382555e-12,-1.5148449646306847e-12,0,4.5526672650459026e-10,7.0313433421639182e-08,-6.9858166695134591e-08,0
6.560434695328737e-59,1.5320084821420605e-48,-1.532008482076456e-48,0,6.6545184487650465e-62,9.8252559468192624e-49,-9.8252559468185969e-49,0,2.8403774422173633e-50,4.2503331561498701e-41,-4.2503331533094927e-41,0,6.3657157715988182e-20,7.6820398099814075e-25,6.3656389512007184e-20,1,2.6575656281951348e-20,1.3441736002943033e-24,2.6574312108351053e-20,1,2.4577905206879905e-14,3.9960001103512575e-16,2.4178305195844779e-14,1
9.3403284639090797e-28,4.4970549213839132e-32,9.3398787584169412e-28,1,2.3874949100098848e-27,5.9886823375180683e-31,2.386896041776133e-27,1,1.1978969622536681e-21,3.1483822889998969e-22,8.8305873335367849e-22,1,1.7033045621025462e-12,1.0249138223388595e-11,-8.5458336612860485e-12,0,8.1691963595853202e-11,3.1666910157923852e-07,-3.1658740961564269e-07,0,4.9647325339385497e-09,1.692805168369479e-06,-1.6878404358355404e-06,0
4.0349112494322441e-62,4.1901713012452007e-57,-4.1901309521327063e-57,0,1.1350443941338656e-57,2.2261376466339813e-58,9.1243062947046745e-58,1,7.0765488569524525e-42,8.0326174583735067e-42,-9.5606860142105418e-43,0,7.1085016489855143e-29,5.7980130655719938e-28,-5.087162900673442e-28,0,8.8131807973814377e-20,8.5532444684669082e-20,2.5993632891452956e-21,1,3.5656482964621705e-19,7.592541332795559e-17,-7.5568848498309378e-17,0
2.0794720494950799e-29,1.0680646161936811e-30,1.9726655878757118e-29,1,3.6283467216008185e-28,1.0726932818030774e-30,3.6176197887827877e-28,1,5.029055392688008e-20,5.5919612731392787e-21,4.46985926537408e-20,1,2.7250326855255926e-17,7.3244628375120803e-18,1.9925864017743844e-17,1,3.1300561879835696e-16,1.0480606725372751e-13,-1.0449306163492915e-13,0,2.5663683296444401e-08,2.3555197911221043e-09,2.3308163505322295e-08,1
2.3312683110757604e-87,1.3528387820576576e-95,2.3312682975473728e-87,1,3.3992945585216617e-86,2.0013564326586282e-100,3.3992945585216417e-86,1,2.5875758723359419e-63,2.6068513269522047e-81,2.5875758723359419e-63,1,2.0363446051926305e-42,8.0691020398540285e-42,-6.0327574346613977e-42,0,1.1133799039808843e-35,5.0712069062782063e-34,-4.9598689158801178e-34,0,1.1691882609409644e-30,3.1427229305556271e-28,-3.1310310479462173e-28,0
6.037992566566429e-62,8.396913012827087e-71,6.037992558169516e-62,1,1.5017175667180475e-58,1.0699658512561702e-80,1.5017175667180475e-58,1,3.8942020506970797e-43,2.8226980893096794e-63,3.8942020506970797e-43,1,2.8131705914164807e-33,5.0940239301526356e-36,2.8080765674863279e-33,1,7.6732633676227503e-22,3.5969581662663364e-30,7.6732633316531686e-22,1,1.5639335079743223e-19,2.6732263652184024e-22,1.5612602816091038e-19,1
2.3471203441267947e-49,2.9298411637429013e-49,-5.8272081961610662e-50,0,2.0060943490471333e-47,3.6395639150284165e-48,1.6421379575442915e-47,1,3.6479063146315542e-39,1.8147269275582865e-41,3.6297590453559715e-39,1,9.6679832333779345e-22,1.8955673712611444e-21,-9.2876904792335094e-22,0,1.3381695718650947e-16,4.3400994872355534e-18,1.2947685769927392e-16,1,2.0389685315900513e-17,6.7650293862846494e-16,-6.5611325331256443e-16,0
2.1126841947550989e-21,1.2877412520511985e-24,2.1113964535030478e-21,1,4.1768426016810947e-20,2.433267466519768e-25,4.1768182690064293e-20,1,1.3902738643407236e-13,5.6254587380051803e-17,1.389711318466923e-13,1,4.5705973763479348e-11,1.3268811145812084e-12,4.4379092648898141e-11,1,2.3011430106793502e-08,5.9007962311840355e-13,2.3010840027170384e-08,1,7.2231233684725626e-06,5.3702833348123591e-08,7.1694205351244393e-06,1
2.3936022560473673e-56,2.9240484423050355e-38,-2.9240484423050355e-38,0,1.170347791377931e-54,1.6296419358232167e-34,-1.6296419358232167e-34,0,1.2586179164401863e-45,9.7019282114542696e-28,-9.7019282114542696e-28,0,1.5259234769382139e-20,4.703591779776067e-21,1.0555642989606072e-20,1,2.9064710369327807e-18,5.5449813169654964e-13,-5.5449522522551272e-13,0,1.3831118602861838e-14,1.0873191275655516e-10,-1.0871808163795229e-10,0
8.9735984584334214e-48,1.3830288401064272e-48,7.5905696183269939e-48,1,2.9738215163013573e-44,5.3396638206899027e-45,2.439855134232367e-44,1,2.3081007038455455e-37,8.1732770135228322e-35,-8.1501960064843769e-35,0,4.905632847902445e-19,6.2595301008072821e-24,4.9055702526014366e-19,1,5.4164867043404503e-12,7.1708298246320294e-19,5.4164859872574682e-12,1,7.4210364292359283e-11,1.5495522535314389e-14,7.419486876982397e-11,1
5.3619140157188676e-65,2.1054849088956097e-56,-2.1054849035336955e-56,0,1.0108498768404505e-66,3.4208197277148559e-53,-3.4208197277147548e-53,0,3.7515823553044588e-56,8.8964817056649885e-38,-8.8964817056649885e-38,0,7.0086461323714015e-26,1.8491143460631096e-30,7.0084612209367949e-26,1,2.8637047573855531e-18,5.1686789958628244e-20,2.812017967426925e-18,1,2.5960888073245745e-15,4.4133758561246393e-19,2.5956474697389619e-15,1
6.1956911867766392e-46,6.4885666334786168e-37,-6.488566627282926e-37,0,1.6550088125603675e-47,2.9697179908229888e-36,-2.9697179908064387e-36,0,1.0174112537706307e-39,2.6361264586456888e-24,-2.6361264586456877e-24,0,4.1789671969868711e-20,2.4549282784178498e-20,1.7240389185690213e-20,1,6.7291815204308129e-19,1.2302941991403374e-13,-1.230287469958817e-13,0,3.0042385941944033e-11,5.2323436347865662e-11,-2.2281050405921629e-11,0
2.4664436368692975e-38,1.274352949204703e-34,-1.2741063048410161e-34,0,1.4795974171187742e-39,6.5358848803403514e-33,-6.535883400742934e-33,0,5.7305144853820263e-32,3.175650762252062e-26,-3.1756450317375764e-26,0,3.5217663216658967e-20,1.2615605229315873e-20,2.2602057987343095e-20,1,1.3408194068290048e-14,3.6213941816179398e-15,9.7867998866721071e-15,1,3.0217967328682595e-13,5.0522621310283705e-13,-2.030465398160111e-13,0
2.4105719912413662e-28,1.2114635135315862e-23,-1.2114394078116737e-23,0,1.6708473936046966e-27,5.2170308153260298e-19,-5.2170307986175562e-19,0,1.5574803352656482e-18,5.0124068999817151e-10,-5.0124068844069112e-10,0,4.0521374586391158e-11,3.1671032988721197e-13,4.0204664256503944e-11,1,7.5361722919171352e-07,5.761346489379453e-08,6.9600376429791894e-07,1,3.7370307483669992e-06,1.6388698730559625e-07,3.5731437610614031e-06,1
1.0732111765647975e-54,1.2961760492345982e-62,1.073211163603037e-54,1,2.3051923392006696e-52,2.2087035193965361e-64,2.3051923391984608e-52,1,3.0121849603525726e-41,2.0365922613572681e-54,3.0121849603523692e-41,1,2.1306524239143813e-30,6.0190942300942753e-27,-6.0169635776703607e-27,0,3.4169522424324499e-23,7.8735791858990235e-29,3.4169443688532638e-23,1,1.4097444882301173e-19,1.3420912859304413e-21,1.3963235753708128e-19,1
3.3414093264368131e-44,1.7318948017768111e-44,1.609514524660002e-44,1,1.4683882969824806e-38,6.9458124880433829e-46,1.4683882275243556e-38,1,9.1604329150645805e-25,3.2200511689716962e-36,9.1604329150323793e-25,1,4.6651373928826429e-24,9.1221654392238998e-20,-9.1216989254846118e-20,0,4.0476271637032974e-20,5.4038169359026537e-20,-1.3561897721993563e-20,0,1.0979431963052917e-11,6.9731274372225931e-14,1.0909700688680692e-11,1
8.0740298512260954e-37,5.8762583495495325e-33,-5.8754509465644096e-33,0,1.7442488352112067e-38,6.7278258644475152e-26,-6.7278258644457715e-26,0,1.5872679338675319e-26,2.0835122599591347e-20,-2.0835106726912009e-20,0,9.3072004701439065e-15,2.3152556359900671e-15,6.9919448341538391e-15,1,4.6751518872926026e-09,6.0895879442033121e-10,4.0661930928722717e-09,1,2.3470201949306809e-07,5.9206180453441374e-09,2.2878140144772395e-07,1
3.0960789626637807e-33,2.8702090102141043e-40,3.0960786756428796e-33,1,2.9271241626432774e-28,3.6699861297182577e-37,2.9271241589732911e-28,1,3.0489347952574872e-22,1.0918518924934332e-25,3.0478429433649937e-22,1,2.2362283639769613e-15,6.1567150771205221e-18,2.2300716488998408e-15,1,4.673644496727294e-10,9.4775825644026764e-14,4.6726967384708536e-10,1,8.6767750540967537e-08,9.6411604495413773e-11,8.6671338936472126e-08,1
2.6927152879174684e-51,2.1379773222050134e-49,-2.1110501693258387e-49,0,2.6825764311886936e-47,5.7092433147570362e-37,-5.7092433144887783e-37,0,4.4646796580997613e-33,2.1944556267152733e-31,-2.1498088301342756e-31,0,9.9830995872599601e-28,2.0421453354284765e-25,-2.0321622358412166e-25,0,8.496014223749137e-24,6.3894892284884407e-19,-6.3894042683462033e-19,0,4.9717185952273755e-14,9.6123875479863561e-17,4.9621062076793892e-14,1
1.6486402789588627e-48,3.0345702761825935e-44,-3.0344054121546974e-44,0,2.8108251637302628e-42,8.9007707667280251e-45,2.8019243929635347e-42,1,6.9583233342701145e-33,3.8404684856688185e-30,-3.8335101623345485e-30,0,5.451904712457522e-24,4.6897737684591324e-25,4.9829273356116088e-24,1,3.5797869816721645e-15,6.0160915085593278e-19,3.5791853725213088e-15,1,1.5041264878696349e-13,8.332873330347951e-16,1.495793614539287e-13,1
3.0585450610647465e-23,6.8804913792565552e-19,-6.8801855247504488e-19,0,1.1480288991308829e-22,2.9171407074718732e-16,-2.9171395594429741e-16,0,1.0824013734838831e-13,9.8495309897398154e-08,-9.8495201657260811e-08,0,4.7005228637145204e-11,9.8905654154470059e-12,3.71146632216982e-11,1,1.9528780463870787e-05,1.1075261654955855e-07,1.941802784732123e-05,1,0.00010925469949755471,1.6282426847612537e-06,0.00010762645681279346,1
9.5783137681296603e-52,7.7540432645427577e-58,9.5783060140863952e-52,1,4.4480391100160478e-47,7.0305834294335469e-54,4.4480384069577049e-47,1,4.9062086826518246e-39,8.1615982055406589e-40,4.0900488620977587e-39,1,4.3124893717404588e-26,2.6960435069619796e-28,4.2855289366708387e-26,1,3.8807700394747771e-18,3.9997166756656014e-22,3.8803700678072107e-18,1,9.0160836300242974e-15,7.805074797482237e-20,9.016005579276323e-15,1
2.3140651316851135e-72,2.3039610903494338e-46,-2.3039610903494338e-46,0,2.2675794461390505e-68,1.2036129706409832e-39,-1.2036129706409832e-39,0,8.145039076788157e-62,8.4296606786301543e-32,-8.4296606786301543e-32,0,2.1451412005447217e-31,6.1310970737094236e-25,-6.1310949285682234e-25,0,9.90306503078095e-24,2.0432535194810693e-19,-2.0431544888307614e-19,0,3.9889989039866102e-20,1.2494540238297892e-16,-1.2490551239393907e-16,0
6.4156566825358398e-43,2.9192905477904886e-41,-2.8551339809651304e-41,0,5.3145015189247068e-42,2.9322709382305733e-41,-2.4008207863381024e-41,0,1.2054971449909123e-32,1.0403578905886913e-33,1.1014613559320432e-32,1,5.9189710682600143e-19,3.5924092588064471e-17,-3.5332195481238468e-17,0,3.5350307187321985e-16,2.6587551953132071e-12,-2.6584016922413341e-12,0,4.1335148861355131e-13,3.9483179655447157e-10,-3.9441844506585802e-10,0
4.258453229401989e-42,5.5088619504555096e-36,-5.5088576920022803e-36,0,9.0158898939189682e-45,8.6006732654315462e-35,-8.6006732645299574e-35,0,2.0556810051425453e-34,2.1157106909889896e-27,-2.115710485420889e-27,0,2.1564938545355615e-15,9.693395921908253e-20,2.1563969205763424e-15,1,1.1428374824924372e-12,1.0014719907967054e-16,1.1427373352933575e-12,1,2.9213031278225526e-12,2.8173868673691896e-12,1.03916260453363e-13,1
1.0455643350100006e-48,2.3517583996422615e-52,1.0453291591700364e-48,1,8.7884300714065109e-48,5.0376775549303946e-53,8.7883796946309614e-48,1,4.7731206993526096e-38,4.2065119894678338e-44,4.7731164928406197e-38,1,4.3970406084299102e-23,1.1792225017920076e-23,3.2178181066379024e-23,1,2.6119288126385528e-19,7.7240165922474643e-20,1.8395271534138062e-19,1,2.1691480128139078e-16,4.8471332980058043e-15,-4.6302184967244137e-15,0
8.8870074259964144e-30,2.6570941644659457e-37,8.8870071602869977e-30,1,8.813220481193584e-25,7.4074948428285372e-41,8.813220481193584e-25,1,7.0283259769366854e-20,1.951380413507297e-29,7.0283259749853055e-20,1,1.9985934939155609e-18,3.4304551743848508e-15,-3.4284565808909351e-15,0,4.1363446768829845e-16,1.8262552583525018e-11,-1.826213894905733e-11,0,2.8508847927392541e-10,7.8539715401689268e-10,-5.0030867474296727e-10,0
4.0807279319081085e-31,2.7766629516173958e-30,-2.3685901584265851e-30,0,3.9204677519944197e-31,1.7977149696203375e-26,-1.7976757649428176e-26,0,9.0279735765462299e-21,8.3354848396792028e-22,8.1944250925783095e-21,1,1.7072800081718066e-13,7.72126292246914e-15,1.6300673789471153e-13,1,1.4607340063869448e-09,1.1778074028215235e-15,1.4607328285795421e-09,1,7.2257452595635562e-08,7.7437022527116072e-10,7.14830823703644e-08,1
2.9033749158819901e-39,4.9006358669317577e-45,2.9033700152461232e-39,1,2.5797168765978998e-44,1.0172031952235248e-46,2.5695448446456646e-44,1,2.4869232491951896e-34,1.2632592535674784e-33,-1.0145669286479594e-33,0,9.1846235827785941e-21,8.386271601330429e-23,9.1007608667652898e-21,1,2.8355882335550015e-14,2.4268603277838259e-15,2.592902200776619e-14,1,2.5448150403003643e-11,2.2081002524505542e-13,2.5227340377758589e-11,1
1.3384596276470139e-26,5.8253646163507834e-23,-5.8240261567231359e-23,0,1.1639457168026843e-24,5.4637270536976052e-22,-5.452087596529578e-22,0,1.0761629395645885e-17,2.9434261790793765e-17,-1.8672632395147879e-17,0,8.7518279131467295e-12,4.483247555561419e-13,8.3035031575905883e-12,1,9.5185304640976288e-10,8.7393601735383338e-09,-7.7875071271285711e-09,0,1.5575286033001989e-08,1.0149291260922651e-07,-8.5917626576224519e-08,0
1.0977015657328261e-26,5.3599782446858346e-27,5.6170374126424264e-27,1,1.335502160281844e-25,4.1668990583916627e-21,-4.1667655081756344e-21,0,2.6865160661312383e-20,9.8864025604475992e-17,-9.8837160443814674e-17,0,1.8135239860842325e-12,7.5065568050293321e-12,-5.6930328189450998e-12,0,5.326323391355552e-09,4.5046843104901034e-09,8.2163908086544858e-10,1,2.0774459377648539e-07,8.0167539826203006e-08,1.2757705395028238e-07,1
3.2640808531848611e-34,2.3106873277953745e-25,-2.3106873245312935e-25,0,1.0235380065375513e-35,2.1905267722559251e-23,-2.1905267722549015e-23,0,1.9977693004381107e-24,1.0535683921007056e-18,-1.0535663943314051e-18,0,5.9754906342994574e-14,1.1058353292542704e-15,5.8649071013740308e-14,1,4.7066475593360001e-11,5.7803936438076169e-13,4.648843622897924e-11,1,4.7006670092997486e-10,2.8062036272462284e-09,-2.3361369263162536e-09,0
1.1775006958644252e-69,1.4410404002920369e-58,-1.4410404002802619e-58,0,2.1447396225422805e-66,3.6688410046391156e-61,-3.6688195572428899e-61,0,3.1348331389295493e-56,1.3195542112171699e-45,-1.3195542111858216e-45,0,1.228817776518694e-29,7.2950876525659823e-26,-7.2938588347894639e-26,0,4.9489220830222738e-21,1.029653134782328e-22,4.8459567695440409e-21,1,3.9945578801493773e-21,9.3031370336770768e-14,-9.3031366342212887e-14,0
8.804274258441539e-32,3.4437370723961583e-38,8.8042708147044668e-32,1,2.9421091609291732e-31,1.3794561661581981e-38,2.9421090229835565e-31,1,6.7568646607907121e-25,1.2161026840057765e-27,6.7447036339506539e-25,1,3.5776970212882833e-14,6.643529675957129e-15,2.9133440536925702e-14,1,1.5849287042037505e-10,4.2528057053606666e-12,1.5424006471501439e-10,1,1.1327232077854888e-09,1.5471015514455004e-09,-4.143783436600116e-10,0
8.295601535159485e-54,1.6838444963233702e-62,8.2956015183210394e-54,1,8.2524127164014435e-51,6.5715640617700644e-64,8.252412716400786e-51,1,1.5349126806732545e-39,3.66234392483151e-53,1.534912680673218e-39,1,1.9626459318470226e-28,2.6541866235304873e-26,-2.634560164212017e-26,0,7.6036332133723876e-20,4.047874544758874e-20,3.5557586686135137e-20,1,3.0198023790238871e-16,1.6983951256934536e-16,1.3214072533304335e-16,1
9.7858725796848194e-27,1.4736877661447721e-20,-1.4736867875575141e-20,0,4.3096581301405385e-26,1.0945185940165977e-17,-1.0945185897069397e-17,0,4.2780177639751012e-17,2.4385841355751348e-10,-2.4385837077733585e-10,0,3.7395860212667712e-11,3.2667217845124957e-12,3.4129138428155215e-11,1,2.0716576083487903e-06,8.4360462631984256e-08,1.987297145716806e-06,1,1.4194142351599617e-05,2.0348748880878997e-06,1.2159267463511718e-05,1
9.5990971970937724e-45,1.6961237104036565e-55,9.5990971969241604e-45,1,1.4257110679232647e-37,3.0365671184296097e-59,1.4257110679232647e-37,1,1.7032965730808002e-29,5.6154136446519817e-45,1.7032965730807996e-29,1,6.9531309843087191e-21,4.3685477694695582e-25,6.9526941295317723e-21,1,3.9871051112931526e-16,6.5874495243861166e-17,3.3283601588545409e-16,1,1.4142951387329314e-13,4.6909743765702006e-15,1.3673853949672294e-13,1
5.6316558547824448e-45,8.6149098124850034e-47,5.545506756657595e-45,1,6.5469112799831587e-48,2.5954913775910221e-40,-2.5954913121219095e-40,0,8.7561872630754678e-35,1.3594838752637012e-33,-1.2719220026329465e-33,0,1.6892871288258936e-21,8.801289267025204e-24,1.6804858395588683e-21,1,3.9674952750098108e-17,2.9165155348466016e-18,3.6758437215251507e-17,1,3.2977680095915396e-10,4.4500783100575637e-17,3.2977675645837085e-10,1
8.9039881839081481e-64,7.9002533469944787e-64,1.0037348369136694e-64,1,3.2002758536588224e-63,1.0366160552314972e-65,3.1899096931065074e-63,1,1.2651504477421915e-51,8.9167466656120384e-51,-7.6515962178698471e-51,0,9.1728598499918632e-30,1.139305520335849e-23,-1.1393046030498641e-23,0,5.6883782788793189e-23,7.058589195542325e-19,-7.0580203577144367e-19,0,1.3245316115830046e-19,2.8570010788606016e-17,-2.8437557627447716e-17,0
6.0282841329496326e-28,3.8991945729598281e-28,2.1290895599898045e-28,1,1.0065429745309212e-24,1.9755910861309121e-26,9.86787063669612e-25,1,5.9622306493151878e-17,1.392293212108011e-19,5.9483077171941082e-17,1,7.0259292882551829e-14,1.6237837532912006e-14,5.4021455349639823e-14,1,7.5658717382389173e-11,2.9628118302365398e-12,7.2695905552152636e-11,1,4.973616364094513e-09,2.8955492140900325e-11,4.9446608719536125e-09,1
2.1407675770979671e-40,2.2281985486859913e-38,-2.2067908729150115e-38,0,5.2934845530490991e-39,1.187454388136171e-42,5.2922970986609631e-39,1,8.0791793190321173e-31,2.3909243414376139e-30,-1.583006409534402e-30,0,1.2721790304503714e-15,3.0333790387450054e-16,9.6884112657587092e-16,1,6.5908205091129821e-16,4.2640590217687827e-12,-4.2633999397178717e-12,0,1.3159713246041019e-11,2.9721782407992645e-10,-2.8405811083388544e-10,0
